news_headline,news_article,news_category
"Keshubhai mentored me, I'm deeply pained: PM on ex-Guj CM's demise","Prime Minister Narendra Modi on Thursday took to Twitter to pay his condolences after the demise of former Gujarat Chief Minister Keshubhai Patel. He wrote, ""Keshubhai mentored and groomed many younger Karyakartas including me...I am deeply pained and saddened."" PM Modi added, ""He resisted the Emergency tooth and nail. Issues of farmer welfare were closest to his heart.""",politics
"MCDs have looted Delhi, hand them over to AAP: Saurabh Bharadwaj","Citing alleged financial crisis in the BJP-run Municipal Corporation departments in Delhi, AAP MLA Saurabh Bharadwaj said that the civic bodies have looted the Delhi people and they should be handed over to AAP. ""The AAP will put MCDs in the surplus budget,"" Bharadwaj added. He also said that inhuman behaviour of BJP has maligned the image of the city.",politics
"Sydney Cricket Ground to host 3rd Test, confirms Cricket Australia","
Sydney Cricket Ground will host Australia's third Test against India as scheduled, Cricket Australia confirmed on Tuesday. The MCG, which hosted the Boxing Day Test, was named as a backup option to host the upcoming Test after a rise in the number of COVID-19 cases in Sydney. India won the MCG Test after losing the Day-Night Test in Adelaide. ",sports
SAD gives free diesel to Punjab farmers going to Delhi protests,"The workers of Shiromani Akali Dal are providing free diesel at a petrol pump at Delhi-Amritsar national highway in Punjab to farmers heading to Delhi to join the agitation against the Centre's farm laws on Wednesday. SAD worker Gursharan Singh said, ""We are doing this with the help of the local youth and our NRI friends.""",politics
"Odisha Minister Pratap Jena among 13 booked for murder of BJP leader, aide","The Odisha police has registered a case against 13 people, including state Law Minister Pratap Jena, after 75-year-old BJP leader Kulamani Baral and his associate were hacked to death in Cuttack district. The case was registered on the basis of a complaint by Baral's son, who alleged that his father was killed at the behest of Jena. ",politics
"Virat Kohli's lookalike spotted in stands during 3rd T20I, pics go viral","During the seventh over of Australia's innings in the third T20I, the big screen displayed a section of crowd wherein Virat Kohli's lookalike was spotted. After showing the doppelganger, the camera panned to Kohli, who was seemingly looking at the big screen. Several fans made memes and jokes after videos and pictures of the lookalike went viral.",sports
"Jadeja, Hardik can be huge assets for Team India in Aus: Sourav Ganguly","BCCI President Sourav Ganguly praised Hardik Pandya and Ravindra Jadeja after their match-winning partnership against Australia in the third ODI. ""Jadeja and Pandya can be huge assets to this team in the long run...plays at difficult positions,"" Ganguly tweeted. He also mentioned  that despite the ODI series loss, Wednesday's win might ""turn things around as it's a long tour"".",sports
No dengue deaths reported in Delhi this year: Kejriwal,"Delhi Chief Minister Arvind Kejriwal has said there were no deaths due to dengue in the national capital this year. Under Delhi government's '10 Hafte, 10 Baje, 10 Minute' campaign, the Chief Minister and government officials engaged with the citizens through social media, asking them to check for conditions in their houses which would encourage mosquito breeding, and eliminate them.",politics
Time to throw Mamata Banerjee out of Nandigram: BJP's Dilip Ghosh,"On Monday, BJP's Bengal chief Dilip Ghosh said time has come to throw Mamata Banerjee out of Nandigram after the Chief Minister announced that she will contest the upcoming assembly polls from there. ""Mamata Banerjee can contest from anywhere, we are ready to defeat her. Senior BJP leaders had grabbed her hand and pushed her towards Nandigram,"" Ghosh added.",politics
Make national song compulsory in BMC-run schools: BJP corporator,"BJP corporator Prabhakar Shinde has written a letter to Mayor Kishori Pednekar to immediately clear the proposal making the singing of national song Vande Mataram compulsory in all schools run by the Brihanmumbai Municipal Corporation (BMC). BJP further alleged that Shiv Sena is not taking the proposal seriously to appease its alliance partners, Congress and NCP. ",politics
"Teams complain of food quality during quarantine at Mumbai hotel, pics surface","Several Syed Mushtaq Ali Trophy teams have complained about the food quality at a Mumbai hotel where they're quarantining. Several players said the food was ""too cold"" and that the breakfast was ""below standard"". ""The roti is like papad. They're serving rice which many players don’t eat...especially pacers. They fear they could gain weight with this food,"" a player said.",sports
Don't compel me to come after you: Maharashtra CM to Opposition,"Maharashtra CM Uddhav Thackeray has said he doesn't want to resort to vindictive politics. Asked how he felt when his family was targeted in Sushant Singh Rajput's death case, Thackeray said, ""Those who have families, children should look in mirror once. Don't compel us to take that step. If I go after you...I don't want to stoop to that level.""",politics
No coercive steps against BJP leaders: SC to WB govt over FIRs,"The Supreme Court on Friday directed the West Bengal government to not take any coercive steps against BJP leaders, including Arjun Singh, Kailash Vijayvargiya and Mukul Roy, regarding the FIRs registered against them. According to the petition, false cases were being foisted on BJP leaders in order to prevent them from entering the state ahead of assembly elections next year.",politics
Tesla's market value crosses $500 bn as shares surge six-fold this year,"Tesla Inc crossed $500 billion in market value on Tuesday as its share price surged six-fold this year. Tesla's shares rose as much as 3.9% to a record high of $542.35 in early trading. CEO Elon Musk has added $100.3 billion to his net worth so far this year, according to the Bloomberg Billionaires Index.",automobile
Suresh Raina to play for UP in Syed Mushtaq Ali T20 tournament,"Former India cricketer, Suresh Raina, who retired from international cricket earlier this year, is set to feature for Uttar Pradesh in the upcoming Syed Mushtaq Ali Trophy. Raina on Sunday had also shared images of his training in the nets, stating, ""All set for the camp, warming up for the upcoming season.""",sports
"Onions pelted at Nitish Kumar during rally in Bihar, CM says 'throw more'","Onions were pelted at Bihar CM Nitish Kumar during an election rally in Madhubani's Harlakhi on Tuesday. The video of the incident has also surfaced online, showing the CM saying ""throw more"", while his security guards try to shield him. This comes as the voting for the second phase of Assembly elections is underway.",politics
India's 1st mRNA vaccine candidate gets DCGI nod for human trials,"India's first indigenous mRNA vaccine candidate has received approval to initiate Phase 1 and 2 human clinical trials from Drugs Controller General of India (DCGI). Pune-based Gennova Biopharmaceuticals developed the COVID-19 vaccine candidate, HGCO19, in collaboration with US-based HDT Bio. The vaccine demonstrated ""safety and immunogenicity"" in rodent and non-human primate models, Gennova said.",science
Not at all surprised: Laxman on Williamson's 3rd ton in 3 Tests,"Reacting to New Zealand captain Kane Williamson's third ton in as many Tests, former India batsman VVS Laxman said that he's ""not at all surprised"" by Williamson's consistency. ""Unbelievable work ethics and attention to detail while preparing for any match are the reasons behind his success,"" Laxman tweeted. Williamson scored 251 against West Indies, 129 in first Test against Pakistan. ",sports
